"Plot Title: hobo25"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10647214, SEN S/N: 10647214)","Coupler Attached (LGR S/N: 10647214)","Coupler Detached (LGR S/N: 10647214)","Host Connected (LGR S/N: 10647214)","Stopped (LGR S/N: 10647214)","End Of File (LGR S/N: 10647214)"
72,12/07/18 04:50:00 AM,4.519,,,,,
73,12/07/18 05:00:00 AM,4.519,,,,,
74,12/07/18 05:10:00 AM,4.519,,,,,
75,12/07/18 05:20:00 AM,4.415,,,,,
76,12/07/18 05:30:00 AM,4.519,,,,,
77,12/07/18 05:40:00 AM,4.415,,,,,
78,12/07/18 05:50:00 AM,4.519,,,,,
79,12/07/18 06:00:00 AM,4.519,,,,,
80,12/07/18 06:10:00 AM,4.519,,,,,
81,12/07/18 06:20:00 AM,4.519,,,,,
82,12/07/18 06:30:00 AM,4.519,,,,,
83,12/07/18 06:40:00 AM,4.519,,,,,
84,12/07/18 06:50:00 AM,4.415,,,,,
85,12/07/18 07:00:00 AM,4.415,,,,,
86,12/07/18 07:10:00 AM,4.415,,,,,
87,12/07/18 07:20:00 AM,4.519,,,,,
88,12/07/18 07:30:00 AM,4.519,,,,,
89,12/07/18 07:40:00 AM,4.519,,,,,
90,12/07/18 07:50:00 AM,4.519,,,,,
91,12/07/18 08:00:00 AM,4.519,,,,,
92,12/07/18 08:10:00 AM,4.519,,,,,
93,12/07/18 08:20:00 AM,4.519,,,,,
94,12/07/18 08:30:00 AM,4.415,,,,,
95,12/07/18 08:40:00 AM,4.415,,,,,
96,12/07/18 08:50:00 AM,4.415,,,,,
97,12/07/18 09:00:00 AM,4.415,,,,,
98,12/07/18 09:10:00 AM,4.415,,,,,
99,12/07/18 09:20:00 AM,4.415,,,,,
100,12/07/18 09:30:00 AM,4.415,,,,,
101,12/07/18 09:40:00 AM,4.415,,,,,
102,12/07/18 09:50:00 AM,4.415,,,,,
103,12/07/18 10:00:00 AM,4.415,,,,,
104,12/07/18 10:10:00 AM,4.415,,,,,
105,12/07/18 10:20:00 AM,4.415,,,,,
106,12/07/18 10:30:00 AM,4.519,,,,,
107,12/07/18 10:40:00 AM,4.415,,,,,
108,12/07/18 10:50:00 AM,4.415,,,,,
109,12/07/18 11:00:00 AM,4.415,,,,,
110,12/07/18 11:10:00 AM,4.519,,,,,
111,12/07/18 11:20:00 AM,4.519,,,,,
112,12/07/18 11:30:00 AM,4.415,,,,,
113,12/07/18 11:40:00 AM,4.415,,,,,
114,12/07/18 11:50:00 AM,4.415,,,,,
115,12/07/18 12:00:00 PM,4.415,,,,,
116,12/07/18 12:10:00 PM,4.519,,,,,
117,12/07/18 12:20:00 PM,4.519,,,,,
118,12/07/18 12:30:00 PM,4.519,,,,,
119,12/07/18 12:40:00 PM,4.519,,,,,
120,12/07/18 12:50:00 PM,4.519,,,,,
121,12/07/18 01:00:00 PM,4.519,,,,,
122,12/07/18 01:10:00 PM,4.519,,,,,
123,12/07/18 01:20:00 PM,4.519,,,,,
124,12/07/18 01:30:00 PM,4.519,,,,,
125,12/07/18 01:40:00 PM,4.519,,,,,
126,12/07/18 01:50:00 PM,4.519,,,,,
127,12/07/18 02:00:00 PM,4.519,,,,,
128,12/07/18 02:10:00 PM,4.519,,,,,
129,12/07/18 02:20:00 PM,4.519,,,,,
130,12/07/18 02:30:00 PM,4.519,,,,,
131,12/07/18 02:40:00 PM,4.519,,,,,
132,12/07/18 02:50:00 PM,4.519,,,,,
133,12/07/18 03:00:00 PM,4.519,,,,,
134,12/07/18 03:10:00 PM,4.519,,,,,
135,12/07/18 03:20:00 PM,4.519,,,,,
136,12/07/18 03:30:00 PM,4.519,,,,,
137,12/07/18 03:40:00 PM,4.519,,,,,
138,12/07/18 03:50:00 PM,4.519,,,,,
139,12/07/18 04:00:00 PM,4.519,,,,,
140,12/07/18 04:10:00 PM,4.519,,,,,
141,12/07/18 04:20:00 PM,4.519,,,,,
142,12/07/18 04:30:00 PM,4.519,,,,,
143,12/07/18 04:40:00 PM,4.519,,,,,
144,12/07/18 04:50:00 PM,4.519,,,,,
145,12/07/18 05:00:00 PM,4.519,,,,,
146,12/07/18 05:10:00 PM,4.519,,,,,
147,12/07/18 05:20:00 PM,4.519,,,,,
148,12/07/18 05:30:00 PM,4.519,,,,,
149,12/07/18 05:40:00 PM,4.519,,,,,
150,12/07/18 05:50:00 PM,4.519,,,,,
151,12/07/18 06:00:00 PM,4.519,,,,,
152,12/07/18 06:10:00 PM,4.519,,,,,
153,12/07/18 06:20:00 PM,4.519,,,,,
154,12/07/18 06:30:00 PM,4.519,,,,,
155,12/07/18 06:40:00 PM,4.519,,,,,
156,12/07/18 06:50:00 PM,4.519,,,,,
157,12/07/18 07:00:00 PM,4.519,,,,,
158,12/07/18 07:10:00 PM,4.519,,,,,
159,12/07/18 07:20:00 PM,4.519,,,,,
160,12/07/18 07:30:00 PM,4.519,,,,,
161,12/07/18 07:40:00 PM,4.519,,,,,
162,12/07/18 07:50:00 PM,4.519,,,,,
163,12/07/18 08:00:00 PM,4.519,,,,,
164,12/07/18 08:10:00 PM,4.519,,,,,
165,12/07/18 08:20:00 PM,4.519,,,,,
166,12/07/18 08:30:00 PM,4.519,,,,,
167,12/07/18 08:40:00 PM,4.415,,,,,
168,12/07/18 08:50:00 PM,4.415,,,,,
169,12/07/18 09:00:00 PM,4.415,,,,,
170,12/07/18 09:10:00 PM,4.415,,,,,
171,12/07/18 09:20:00 PM,4.415,,,,,
172,12/07/18 09:30:00 PM,4.415,,,,,
173,12/07/18 09:40:00 PM,4.415,,,,,
174,12/07/18 09:50:00 PM,4.415,,,,,
175,12/07/18 10:00:00 PM,4.415,,,,,
176,12/07/18 10:10:00 PM,4.415,,,,,
177,12/07/18 10:20:00 PM,4.415,,,,,
178,12/07/18 10:30:00 PM,4.415,,,,,
179,12/07/18 10:40:00 PM,4.415,,,,,
180,12/07/18 10:50:00 PM,4.415,,,,,
181,12/07/18 11:00:00 PM,4.415,,,,,
182,12/07/18 11:10:00 PM,4.415,,,,,
183,12/07/18 11:20:00 PM,4.415,,,,,
184,12/07/18 11:30:00 PM,4.415,,,,,
185,12/07/18 11:40:00 PM,4.415,,,,,
186,12/07/18 11:50:00 PM,4.415,,,,,
187,12/08/18 12:00:00 AM,4.415,,,,,
188,12/08/18 12:10:00 AM,4.415,,,,,
189,12/08/18 12:20:00 AM,4.415,,,,,
190,12/08/18 12:30:00 AM,4.415,,,,,
191,12/08/18 12:40:00 AM,4.415,,,,,
192,12/08/18 12:50:00 AM,4.415,,,,,
193,12/08/18 01:00:00 AM,4.415,,,,,
194,12/08/18 01:10:00 AM,4.415,,,,,
195,12/08/18 01:20:00 AM,4.415,,,,,
196,12/08/18 01:30:00 AM,4.415,,,,,
197,12/08/18 01:40:00 AM,4.415,,,,,
198,12/08/18 01:50:00 AM,4.415,,,,,
199,12/08/18 02:00:00 AM,4.415,,,,,
200,12/08/18 02:10:00 AM,4.415,,,,,
201,12/08/18 02:20:00 AM,4.415,,,,,
202,12/08/18 02:30:00 AM,4.415,,,,,
203,12/08/18 02:40:00 AM,4.415,,,,,
204,12/08/18 02:50:00 AM,4.415,,,,,
205,12/08/18 03:00:00 AM,4.311,,,,,
206,12/08/18 03:10:00 AM,4.311,,,,,
207,12/08/18 03:20:00 AM,4.311,,,,,
208,12/08/18 03:30:00 AM,4.311,,,,,
209,12/08/18 03:40:00 AM,4.311,,,,,
210,12/08/18 03:50:00 AM,4.311,,,,,
211,12/08/18 04:00:00 AM,4.311,,,,,
212,12/08/18 04:10:00 AM,4.311,,,,,
213,12/08/18 04:20:00 AM,4.311,,,,,
214,12/08/18 04:30:00 AM,4.311,,,,,
215,12/08/18 04:40:00 AM,4.311,,,,,
216,12/08/18 04:50:00 AM,4.311,,,,,
217,12/08/18 05:00:00 AM,4.311,,,,,
218,12/08/18 05:10:00 AM,4.311,,,,,
219,12/08/18 05:20:00 AM,4.311,,,,,
220,12/08/18 05:30:00 AM,4.311,,,,,
221,12/08/18 05:40:00 AM,4.415,,,,,
222,12/08/18 05:50:00 AM,4.311,,,,,
223,12/08/18 06:00:00 AM,4.311,,,,,
224,12/08/18 06:10:00 AM,4.311,,,,,
225,12/08/18 06:20:00 AM,4.311,,,,,
226,12/08/18 06:30:00 AM,4.311,,,,,
227,12/08/18 06:40:00 AM,4.311,,,,,
228,12/08/18 06:50:00 AM,4.311,,,,,
229,12/08/18 07:00:00 AM,4.311,,,,,
230,12/08/18 07:10:00 AM,4.311,,,,,
231,12/08/18 07:20:00 AM,4.311,,,,,
232,12/08/18 07:30:00 AM,4.311,,,,,
233,12/08/18 07:40:00 AM,4.311,,,,,
234,12/08/18 07:50:00 AM,4.311,,,,,
235,12/08/18 08:00:00 AM,4.311,,,,,
236,12/08/18 08:10:00 AM,4.311,,,,,
237,12/08/18 08:20:00 AM,4.311,,,,,
238,12/08/18 08:30:00 AM,4.311,,,,,
239,12/08/18 08:40:00 AM,4.311,,,,,
240,12/08/18 08:50:00 AM,4.311,,,,,
241,12/08/18 09:00:00 AM,4.311,,,,,
242,12/08/18 09:10:00 AM,4.311,,,,,
243,12/08/18 09:20:00 AM,4.311,,,,,
244,12/08/18 09:30:00 AM,4.311,,,,,
245,12/08/18 09:40:00 AM,4.311,,,,,
246,12/08/18 09:50:00 AM,4.311,,,,,
247,12/08/18 10:00:00 AM,4.311,,,,,
248,12/08/18 10:10:00 AM,4.311,,,,,
249,12/08/18 10:20:00 AM,4.311,,,,,
250,12/08/18 10:30:00 AM,4.311,,,,,
251,12/08/18 10:40:00 AM,4.311,,,,,
252,12/08/18 10:50:00 AM,4.311,,,,,
253,12/08/18 11:00:00 AM,4.311,,,,,
254,12/08/18 11:10:00 AM,4.311,,,,,
255,12/08/18 11:20:00 AM,4.311,,,,,
256,12/08/18 11:30:00 AM,4.311,,,,,
257,12/08/18 11:40:00 AM,4.311,,,,,
258,12/08/18 11:50:00 AM,4.311,,,,,
259,12/08/18 12:00:00 PM,4.311,,,,,
260,12/08/18 12:10:00 PM,4.311,,,,,
261,12/08/18 12:20:00 PM,4.311,,,,,
262,12/08/18 12:30:00 PM,4.311,,,,,
263,12/08/18 12:40:00 PM,4.311,,,,,
264,12/08/18 12:50:00 PM,4.311,,,,,
265,12/08/18 01:00:00 PM,4.311,,,,,
266,12/08/18 01:10:00 PM,4.415,,,,,
267,12/08/18 01:20:00 PM,4.415,,,,,
268,12/08/18 01:30:00 PM,4.415,,,,,
269,12/08/18 01:40:00 PM,4.415,,,,,
270,12/08/18 01:50:00 PM,4.415,,,,,
271,12/08/18 02:00:00 PM,4.415,,,,,
272,12/08/18 02:10:00 PM,4.415,,,,,
273,12/08/18 02:20:00 PM,4.415,,,,,
274,12/08/18 02:30:00 PM,4.415,,,,,
275,12/08/18 02:40:00 PM,4.415,,,,,
276,12/08/18 02:50:00 PM,4.415,,,,,
277,12/08/18 03:00:00 PM,4.415,,,,,
278,12/08/18 03:10:00 PM,4.415,,,,,
279,12/08/18 03:20:00 PM,4.415,,,,,
280,12/08/18 03:30:00 PM,4.415,,,,,
281,12/08/18 03:40:00 PM,4.415,,,,,
282,12/08/18 03:50:00 PM,4.415,,,,,
283,12/08/18 04:00:00 PM,4.415,,,,,
284,12/08/18 04:10:00 PM,4.415,,,,,
285,12/08/18 04:20:00 PM,4.415,,,,,
286,12/08/18 04:30:00 PM,4.415,,,,,
287,12/08/18 04:40:00 PM,4.415,,,,,
288,12/08/18 04:50:00 PM,4.415,,,,,
289,12/08/18 05:00:00 PM,4.415,,,,,
290,12/08/18 05:10:00 PM,4.415,,,,,
291,12/08/18 05:20:00 PM,4.415,,,,,
292,12/08/18 05:30:00 PM,4.415,,,,,
293,12/08/18 05:40:00 PM,4.415,,,,,
294,12/08/18 05:50:00 PM,4.415,,,,,
295,12/08/18 06:00:00 PM,4.415,,,,,
296,12/08/18 06:10:00 PM,4.415,,,,,
297,12/08/18 06:20:00 PM,4.415,,,,,
298,12/08/18 06:30:00 PM,4.415,,,,,
299,12/08/18 06:40:00 PM,4.415,,,,,
300,12/08/18 06:50:00 PM,4.415,,,,,
301,12/08/18 07:00:00 PM,4.415,,,,,
302,12/08/18 07:10:00 PM,4.415,,,,,
303,12/08/18 07:20:00 PM,4.415,,,,,
304,12/08/18 07:30:00 PM,4.415,,,,,
305,12/08/18 07:40:00 PM,4.415,,,,,
306,12/08/18 07:50:00 PM,4.415,,,,,
307,12/08/18 08:00:00 PM,4.415,,,,,
308,12/08/18 08:10:00 PM,4.415,,,,,
309,12/08/18 08:20:00 PM,4.415,,,,,
310,12/08/18 08:30:00 PM,4.415,,,,,
311,12/08/18 08:40:00 PM,4.415,,,,,
312,12/08/18 08:50:00 PM,4.415,,,,,
313,12/08/18 09:00:00 PM,4.415,,,,,
314,12/08/18 09:10:00 PM,4.415,,,,,
315,12/08/18 09:20:00 PM,4.415,,,,,
316,12/08/18 09:30:00 PM,4.415,,,,,
317,12/08/18 09:40:00 PM,4.415,,,,,
318,12/08/18 09:50:00 PM,4.415,,,,,
319,12/08/18 10:00:00 PM,4.415,,,,,
320,12/08/18 10:10:00 PM,4.415,,,,,
321,12/08/18 10:20:00 PM,4.415,,,,,
322,12/08/18 10:30:00 PM,4.415,,,,,
323,12/08/18 10:40:00 PM,4.415,,,,,
324,12/08/18 10:50:00 PM,4.415,,,,,
325,12/08/18 11:00:00 PM,4.415,,,,,
326,12/08/18 11:10:00 PM,4.415,,,,,
327,12/08/18 11:20:00 PM,4.415,,,,,
328,12/08/18 11:30:00 PM,4.415,,,,,
329,12/08/18 11:40:00 PM,4.415,,,,,
330,12/08/18 11:50:00 PM,4.415,,,,,
331,12/09/18 12:00:00 AM,4.415,,,,,
332,12/09/18 12:10:00 AM,4.415,,,,,
333,12/09/18 12:20:00 AM,4.415,,,,,
334,12/09/18 12:30:00 AM,4.415,,,,,
335,12/09/18 12:40:00 AM,4.415,,,,,
336,12/09/18 12:50:00 AM,4.415,,,,,
337,12/09/18 01:00:00 AM,4.415,,,,,
338,12/09/18 01:10:00 AM,4.415,,,,,
339,12/09/18 01:20:00 AM,4.415,,,,,
340,12/09/18 01:30:00 AM,4.415,,,,,
341,12/09/18 01:40:00 AM,4.415,,,,,
342,12/09/18 01:50:00 AM,4.415,,,,,
343,12/09/18 02:00:00 AM,4.415,,,,,
344,12/09/18 02:10:00 AM,4.415,,,,,
345,12/09/18 02:20:00 AM,4.415,,,,,
346,12/09/18 02:30:00 AM,4.415,,,,,
347,12/09/18 02:40:00 AM,4.415,,,,,
348,12/09/18 02:50:00 AM,4.415,,,,,
349,12/09/18 03:00:00 AM,4.415,,,,,
350,12/09/18 03:10:00 AM,4.311,,,,,
351,12/09/18 03:20:00 AM,4.311,,,,,
352,12/09/18 03:30:00 AM,4.311,,,,,
353,12/09/18 03:40:00 AM,4.311,,,,,
354,12/09/18 03:50:00 AM,4.415,,,,,
355,12/09/18 04:00:00 AM,4.311,,,,,
356,12/09/18 04:10:00 AM,4.311,,,,,
357,12/09/18 04:20:00 AM,4.311,,,,,
358,12/09/18 04:30:00 AM,4.311,,,,,
359,12/09/18 04:40:00 AM,4.311,,,,,
360,12/09/18 04:50:00 AM,4.311,,,,,
361,12/09/18 05:00:00 AM,4.311,,,,,
362,12/09/18 05:10:00 AM,4.311,,,,,
363,12/09/18 05:20:00 AM,4.311,,,,,
364,12/09/18 05:30:00 AM,4.311,,,,,
365,12/09/18 05:40:00 AM,4.311,,,,,
366,12/09/18 05:50:00 AM,4.311,,,,,
367,12/09/18 06:00:00 AM,4.311,,,,,
368,12/09/18 06:10:00 AM,4.311,,,,,
369,12/09/18 06:20:00 AM,4.311,,,,,
370,12/09/18 06:30:00 AM,4.311,,,,,
371,12/09/18 06:40:00 AM,4.311,,,,,
372,12/09/18 06:50:00 AM,4.311,,,,,
373,12/09/18 07:00:00 AM,4.311,,,,,
374,12/09/18 07:10:00 AM,4.311,,,,,
375,12/09/18 07:20:00 AM,4.311,,,,,
376,12/09/18 07:30:00 AM,4.311,,,,,
377,12/09/18 07:40:00 AM,4.311,,,,,
378,12/09/18 07:50:00 AM,4.311,,,,,
379,12/09/18 08:00:00 AM,4.311,,,,,
380,12/09/18 08:10:00 AM,4.311,,,,,
381,12/09/18 08:20:00 AM,4.311,,,,,
382,12/09/18 08:30:00 AM,4.311,,,,,
383,12/09/18 08:40:00 AM,4.311,,,,,
384,12/09/18 08:50:00 AM,4.311,,,,,
385,12/09/18 09:00:00 AM,4.311,,,,,
386,12/09/18 09:10:00 AM,4.311,,,,,
387,12/09/18 09:20:00 AM,4.311,,,,,
388,12/09/18 09:30:00 AM,4.311,,,,,
389,12/09/18 09:40:00 AM,4.311,,,,,
390,12/09/18 09:50:00 AM,4.311,,,,,
391,12/09/18 10:00:00 AM,4.311,,,,,
392,12/09/18 10:10:00 AM,4.311,,,,,
393,12/09/18 10:20:00 AM,4.311,,,,,
394,12/09/18 10:30:00 AM,4.311,,,,,
395,12/09/18 10:40:00 AM,4.311,,,,,
396,12/09/18 10:50:00 AM,4.311,,,,,
397,12/09/18 11:00:00 AM,4.207,,,,,
398,12/09/18 11:10:00 AM,4.207,,,,,
399,12/09/18 11:20:00 AM,4.311,,,,,
400,12/09/18 11:30:00 AM,4.207,,,,,
401,12/09/18 11:40:00 AM,4.207,,,,,
402,12/09/18 11:50:00 AM,4.207,,,,,
403,12/09/18 12:00:00 PM,4.207,,,,,
404,12/09/18 12:10:00 PM,4.207,,,,,
405,12/09/18 12:20:00 PM,4.207,,,,,
406,12/09/18 12:30:00 PM,4.207,,,,,
407,12/09/18 12:40:00 PM,4.207,,,,,
408,12/09/18 12:50:00 PM,4.207,,,,,
409,12/09/18 01:00:00 PM,4.207,,,,,
410,12/09/18 01:10:00 PM,4.207,,,,,
411,12/09/18 01:20:00 PM,4.207,,,,,
412,12/09/18 01:30:00 PM,4.207,,,,,
413,12/09/18 01:40:00 PM,4.207,,,,,
414,12/09/18 01:50:00 PM,4.207,,,,,
415,12/09/18 02:00:00 PM,4.207,,,,,
416,12/09/18 02:10:00 PM,4.207,,,,,
417,12/09/18 02:20:00 PM,3.998,,,,,
418,12/09/18 02:30:00 PM,4.102,,,,,
419,12/09/18 02:40:00 PM,3.893,,,,,
420,12/09/18 02:50:00 PM,3.893,,,,,
421,12/09/18 03:00:00 PM,3.683,,,,,
422,12/09/18 03:10:00 PM,3.683,,,,,
423,12/09/18 03:20:00 PM,3.578,,,,,
424,12/09/18 03:30:00 PM,3.578,,,,,
425,12/09/18 03:40:00 PM,3.578,,,,,
426,12/09/18 03:50:00 PM,3.683,,,,,
427,12/09/18 04:00:00 PM,3.683,,,,,
428,12/09/18 04:10:00 PM,3.683,,,,,
429,12/09/18 04:20:00 PM,3.683,,,,,
430,12/09/18 04:30:00 PM,3.683,,,,,
431,12/09/18 04:40:00 PM,3.788,,,,,
432,12/09/18 04:50:00 PM,3.683,,,,,
433,12/09/18 05:00:00 PM,3.788,,,,,
434,12/09/18 05:10:00 PM,3.788,,,,,
435,12/09/18 05:20:00 PM,3.683,,,,,
436,12/09/18 05:30:00 PM,3.683,,,,,
437,12/09/18 05:40:00 PM,3.788,,,,,
438,12/09/18 05:50:00 PM,3.788,,,,,
439,12/09/18 06:00:00 PM,3.788,,,,,
440,12/09/18 06:10:00 PM,3.788,,,,,
441,12/09/18 06:20:00 PM,3.788,,,,,
442,12/09/18 06:30:00 PM,3.788,,,,,
443,12/09/18 06:40:00 PM,3.788,,,,,
444,12/09/18 06:50:00 PM,3.788,,,,,
445,12/09/18 07:00:00 PM,3.788,,,,,
446,12/09/18 07:10:00 PM,3.788,,,,,
447,12/09/18 07:20:00 PM,3.788,,,,,
448,12/09/18 07:30:00 PM,3.788,,,,,
449,12/09/18 07:40:00 PM,3.788,,,,,
450,12/09/18 07:50:00 PM,3.788,,,,,
451,12/09/18 08:00:00 PM,3.788,,,,,
452,12/09/18 08:10:00 PM,3.788,,,,,
453,12/09/18 08:20:00 PM,3.788,,,,,
454,12/09/18 08:30:00 PM,3.788,,,,,
455,12/09/18 08:40:00 PM,3.893,,,,,
456,12/09/18 08:50:00 PM,3.893,,,,,
457,12/09/18 09:00:00 PM,3.893,,,,,
458,12/09/18 09:10:00 PM,3.893,,,,,
459,12/09/18 09:20:00 PM,3.893,,,,,
460,12/09/18 09:30:00 PM,3.893,,,,,
461,12/09/18 09:40:00 PM,3.893,,,,,
462,12/09/18 09:50:00 PM,3.893,,,,,
463,12/09/18 10:00:00 PM,3.893,,,,,
464,12/09/18 10:10:00 PM,3.893,,,,,
465,12/09/18 10:20:00 PM,3.893,,,,,
466,12/09/18 10:30:00 PM,3.893,,,,,
467,12/09/18 10:40:00 PM,3.893,,,,,
468,12/09/18 10:50:00 PM,3.893,,,,,
469,12/09/18 11:00:00 PM,3.893,,,,,
470,12/09/18 11:10:00 PM,3.893,,,,,
471,12/09/18 11:20:00 PM,3.893,,,,,
472,12/09/18 11:30:00 PM,3.893,,,,,
473,12/09/18 11:40:00 PM,3.893,,,,,
474,12/09/18 11:50:00 PM,3.893,,,,,
475,12/10/18 12:00:00 AM,3.893,,,,,
476,12/10/18 12:10:00 AM,3.893,,,,,
477,12/10/18 12:20:00 AM,3.893,,,,,
478,12/10/18 12:30:00 AM,3.893,,,,,
479,12/10/18 12:40:00 AM,3.893,,,,,
480,12/10/18 12:50:00 AM,3.893,,,,,
481,12/10/18 01:00:00 AM,3.893,,,,,
482,12/10/18 01:10:00 AM,3.893,,,,,
483,12/10/18 01:20:00 AM,3.893,,,,,
484,12/10/18 01:30:00 AM,3.893,,,,,
485,12/10/18 01:40:00 AM,3.893,,,,,
486,12/10/18 01:50:00 AM,3.893,,,,,
487,12/10/18 02:00:00 AM,3.893,,,,,
488,12/10/18 02:10:00 AM,3.893,,,,,
489,12/10/18 02:20:00 AM,3.893,,,,,
490,12/10/18 02:30:00 AM,3.893,,,,,
491,12/10/18 02:40:00 AM,3.893,,,,,
492,12/10/18 02:50:00 AM,3.893,,,,,
493,12/10/18 03:00:00 AM,3.893,,,,,
494,12/10/18 03:10:00 AM,3.893,,,,,
495,12/10/18 03:20:00 AM,3.893,,,,,
496,12/10/18 03:30:00 AM,3.893,,,,,
497,12/10/18 03:40:00 AM,3.893,,,,,
498,12/10/18 03:50:00 AM,3.893,,,,,
499,12/10/18 04:00:00 AM,3.893,,,,,
500,12/10/18 04:10:00 AM,3.683,,,,,
501,12/10/18 04:20:00 AM,3.578,,,,,
502,12/10/18 04:30:00 AM,3.578,,,,,
503,12/10/18 04:40:00 AM,3.578,,,,,
504,12/10/18 04:50:00 AM,3.683,,,,,
505,12/10/18 05:00:00 AM,3.683,,,,,
506,12/10/18 05:10:00 AM,3.683,,,,,
507,12/10/18 05:20:00 AM,3.578,,,,,
508,12/10/18 05:30:00 AM,3.683,,,,,
509,12/10/18 05:40:00 AM,3.683,,,,,
510,12/10/18 05:50:00 AM,3.683,,,,,
511,12/10/18 06:00:00 AM,3.683,,,,,
512,12/10/18 06:10:00 AM,3.683,,,,,
513,12/10/18 06:20:00 AM,3.683,,,,,
514,12/10/18 06:30:00 AM,3.788,,,,,
515,12/10/18 06:40:00 AM,3.788,,,,,
516,12/10/18 06:50:00 AM,3.683,,,,,
517,12/10/18 07:00:00 AM,3.788,,,,,
518,12/10/18 07:10:00 AM,3.788,,,,,
519,12/10/18 07:20:00 AM,3.788,,,,,
520,12/10/18 07:30:00 AM,3.683,,,,,
521,12/10/18 07:40:00 AM,3.683,,,,,
522,12/10/18 07:50:00 AM,3.472,,,,,
523,12/10/18 08:00:00 AM,3.578,,,,,
524,12/10/18 08:10:00 AM,3.578,,,,,
525,12/10/18 08:20:00 AM,3.683,,,,,
526,12/10/18 08:30:00 AM,3.683,,,,,
