"Plot Title: hobo12"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10523598, SEN S/N: 10523598)","Coupler Attached (LGR S/N: 10523598)","Host Connected (LGR S/N: 10523598)","Coupler Detached (LGR S/N: 10523598)","Stopped (LGR S/N: 10523598)","End Of File (LGR S/N: 10523598)"
86,12/07/18 07:10:00 AM,4.519,,,,,
87,12/07/18 07:20:00 AM,4.519,,,,,
88,12/07/18 07:30:00 AM,4.519,,,,,
89,12/07/18 07:40:00 AM,4.519,,,,,
90,12/07/18 07:50:00 AM,4.519,,,,,
91,12/07/18 08:00:00 AM,4.519,,,,,
92,12/07/18 08:10:00 AM,4.519,,,,,
93,12/07/18 08:20:00 AM,4.519,,,,,
94,12/07/18 08:30:00 AM,4.519,,,,,
95,12/07/18 08:40:00 AM,4.519,,,,,
96,12/07/18 08:50:00 AM,4.519,,,,,
97,12/07/18 09:00:00 AM,4.519,,,,,
98,12/07/18 09:10:00 AM,4.519,,,,,
99,12/07/18 09:20:00 AM,4.519,,,,,
100,12/07/18 09:30:00 AM,4.519,,,,,
101,12/07/18 09:40:00 AM,4.519,,,,,
102,12/07/18 09:50:00 AM,4.519,,,,,
103,12/07/18 10:00:00 AM,4.519,,,,,
104,12/07/18 10:10:00 AM,4.519,,,,,
105,12/07/18 10:20:00 AM,4.519,,,,,
106,12/07/18 10:30:00 AM,4.519,,,,,
107,12/07/18 10:40:00 AM,4.519,,,,,
108,12/07/18 10:50:00 AM,4.519,,,,,
109,12/07/18 11:00:00 AM,4.519,,,,,
110,12/07/18 11:10:00 AM,4.519,,,,,
111,12/07/18 11:20:00 AM,4.519,,,,,
112,12/07/18 11:30:00 AM,4.519,,,,,
113,12/07/18 11:40:00 AM,4.519,,,,,
114,12/07/18 11:50:00 AM,4.519,,,,,
115,12/07/18 12:00:00 PM,4.519,,,,,
116,12/07/18 12:10:00 PM,4.519,,,,,
117,12/07/18 12:20:00 PM,4.519,,,,,
118,12/07/18 12:30:00 PM,4.519,,,,,
119,12/07/18 12:40:00 PM,4.519,,,,,
120,12/07/18 12:50:00 PM,4.519,,,,,
121,12/07/18 01:00:00 PM,4.519,,,,,
122,12/07/18 01:10:00 PM,4.519,,,,,
123,12/07/18 01:20:00 PM,4.519,,,,,
124,12/07/18 01:30:00 PM,4.623,,,,,
125,12/07/18 01:40:00 PM,4.519,,,,,
126,12/07/18 01:50:00 PM,4.623,,,,,
127,12/07/18 02:00:00 PM,4.623,,,,,
128,12/07/18 02:10:00 PM,4.623,,,,,
129,12/07/18 02:20:00 PM,4.623,,,,,
130,12/07/18 02:30:00 PM,4.623,,,,,
131,12/07/18 02:40:00 PM,4.623,,,,,
132,12/07/18 02:50:00 PM,4.623,,,,,
133,12/07/18 03:00:00 PM,4.623,,,,,
134,12/07/18 03:10:00 PM,4.623,,,,,
135,12/07/18 03:20:00 PM,4.623,,,,,
136,12/07/18 03:30:00 PM,4.623,,,,,
137,12/07/18 03:40:00 PM,4.623,,,,,
138,12/07/18 03:50:00 PM,4.623,,,,,
139,12/07/18 04:00:00 PM,4.623,,,,,
140,12/07/18 04:10:00 PM,4.623,,,,,
141,12/07/18 04:20:00 PM,4.519,,,,,
142,12/07/18 04:30:00 PM,4.623,,,,,
143,12/07/18 04:40:00 PM,4.623,,,,,
144,12/07/18 04:50:00 PM,4.519,,,,,
145,12/07/18 05:00:00 PM,4.519,,,,,
146,12/07/18 05:10:00 PM,4.623,,,,,
147,12/07/18 05:20:00 PM,4.623,,,,,
148,12/07/18 05:30:00 PM,4.623,,,,,
149,12/07/18 05:40:00 PM,4.519,,,,,
150,12/07/18 05:50:00 PM,4.623,,,,,
151,12/07/18 06:00:00 PM,4.623,,,,,
152,12/07/18 06:10:00 PM,4.519,,,,,
153,12/07/18 06:20:00 PM,4.519,,,,,
154,12/07/18 06:30:00 PM,4.519,,,,,
155,12/07/18 06:40:00 PM,4.623,,,,,
156,12/07/18 06:50:00 PM,4.519,,,,,
157,12/07/18 07:00:00 PM,4.623,,,,,
158,12/07/18 07:10:00 PM,4.623,,,,,
159,12/07/18 07:20:00 PM,4.623,,,,,
160,12/07/18 07:30:00 PM,4.519,,,,,
161,12/07/18 07:40:00 PM,4.519,,,,,
162,12/07/18 07:50:00 PM,4.519,,,,,
163,12/07/18 08:00:00 PM,4.519,,,,,
164,12/07/18 08:10:00 PM,4.519,,,,,
165,12/07/18 08:20:00 PM,4.519,,,,,
166,12/07/18 08:30:00 PM,4.519,,,,,
167,12/07/18 08:40:00 PM,4.519,,,,,
168,12/07/18 08:50:00 PM,4.519,,,,,
169,12/07/18 09:00:00 PM,4.519,,,,,
170,12/07/18 09:10:00 PM,4.519,,,,,
171,12/07/18 09:20:00 PM,4.519,,,,,
172,12/07/18 09:30:00 PM,4.519,,,,,
173,12/07/18 09:40:00 PM,4.519,,,,,
174,12/07/18 09:50:00 PM,4.519,,,,,
175,12/07/18 10:00:00 PM,4.519,,,,,
176,12/07/18 10:10:00 PM,4.519,,,,,
177,12/07/18 10:20:00 PM,4.519,,,,,
178,12/07/18 10:30:00 PM,4.519,,,,,
179,12/07/18 10:40:00 PM,4.519,,,,,
180,12/07/18 10:50:00 PM,4.519,,,,,
181,12/07/18 11:00:00 PM,4.519,,,,,
182,12/07/18 11:10:00 PM,4.519,,,,,
183,12/07/18 11:20:00 PM,4.519,,,,,
184,12/07/18 11:30:00 PM,4.415,,,,,
185,12/07/18 11:40:00 PM,4.519,,,,,
186,12/07/18 11:50:00 PM,4.415,,,,,
187,12/08/18 12:00:00 AM,4.519,,,,,
188,12/08/18 12:10:00 AM,4.415,,,,,
189,12/08/18 12:20:00 AM,4.415,,,,,
190,12/08/18 12:30:00 AM,4.415,,,,,
191,12/08/18 12:40:00 AM,4.519,,,,,
192,12/08/18 12:50:00 AM,4.415,,,,,
193,12/08/18 01:00:00 AM,4.415,,,,,
194,12/08/18 01:10:00 AM,4.415,,,,,
195,12/08/18 01:20:00 AM,4.519,,,,,
196,12/08/18 01:30:00 AM,4.519,,,,,
197,12/08/18 01:40:00 AM,4.415,,,,,
198,12/08/18 01:50:00 AM,4.415,,,,,
199,12/08/18 02:00:00 AM,4.415,,,,,
200,12/08/18 02:10:00 AM,4.415,,,,,
201,12/08/18 02:20:00 AM,4.415,,,,,
202,12/08/18 02:30:00 AM,4.415,,,,,
203,12/08/18 02:40:00 AM,4.415,,,,,
204,12/08/18 02:50:00 AM,4.415,,,,,
205,12/08/18 03:00:00 AM,4.415,,,,,
206,12/08/18 03:10:00 AM,4.415,,,,,
207,12/08/18 03:20:00 AM,4.415,,,,,
208,12/08/18 03:30:00 AM,4.415,,,,,
209,12/08/18 03:40:00 AM,4.415,,,,,
210,12/08/18 03:50:00 AM,4.311,,,,,
211,12/08/18 04:00:00 AM,4.311,,,,,
212,12/08/18 04:10:00 AM,4.311,,,,,
213,12/08/18 04:20:00 AM,4.311,,,,,
214,12/08/18 04:30:00 AM,4.311,,,,,
215,12/08/18 04:40:00 AM,4.311,,,,,
216,12/08/18 04:50:00 AM,4.311,,,,,
217,12/08/18 05:00:00 AM,4.415,,,,,
218,12/08/18 05:10:00 AM,4.415,,,,,
219,12/08/18 05:20:00 AM,4.415,,,,,
220,12/08/18 05:30:00 AM,4.415,,,,,
221,12/08/18 05:40:00 AM,4.415,,,,,
222,12/08/18 05:50:00 AM,4.311,,,,,
223,12/08/18 06:00:00 AM,4.311,,,,,
224,12/08/18 06:10:00 AM,4.415,,,,,
225,12/08/18 06:20:00 AM,4.415,,,,,
226,12/08/18 06:30:00 AM,4.415,,,,,
227,12/08/18 06:40:00 AM,4.415,,,,,
228,12/08/18 06:50:00 AM,4.415,,,,,
229,12/08/18 07:00:00 AM,4.415,,,,,
230,12/08/18 07:10:00 AM,4.415,,,,,
231,12/08/18 07:20:00 AM,4.415,,,,,
232,12/08/18 07:30:00 AM,4.415,,,,,
233,12/08/18 07:40:00 AM,4.415,,,,,
234,12/08/18 07:50:00 AM,4.415,,,,,
235,12/08/18 08:00:00 AM,4.415,,,,,
236,12/08/18 08:10:00 AM,4.311,,,,,
237,12/08/18 08:20:00 AM,4.415,,,,,
238,12/08/18 08:30:00 AM,4.415,,,,,
239,12/08/18 08:40:00 AM,4.415,,,,,
240,12/08/18 08:50:00 AM,4.311,,,,,
241,12/08/18 09:00:00 AM,4.415,,,,,
242,12/08/18 09:10:00 AM,4.415,,,,,
243,12/08/18 09:20:00 AM,4.415,,,,,
244,12/08/18 09:30:00 AM,4.311,,,,,
245,12/08/18 09:40:00 AM,4.311,,,,,
246,12/08/18 09:50:00 AM,4.415,,,,,
247,12/08/18 10:00:00 AM,4.311,,,,,
248,12/08/18 10:10:00 AM,4.311,,,,,
249,12/08/18 10:20:00 AM,4.311,,,,,
250,12/08/18 10:30:00 AM,4.311,,,,,
251,12/08/18 10:40:00 AM,4.311,,,,,
252,12/08/18 10:50:00 AM,4.311,,,,,
253,12/08/18 11:00:00 AM,4.311,,,,,
254,12/08/18 11:10:00 AM,4.311,,,,,
255,12/08/18 11:20:00 AM,4.311,,,,,
256,12/08/18 11:30:00 AM,4.311,,,,,
257,12/08/18 11:40:00 AM,4.311,,,,,
258,12/08/18 11:50:00 AM,4.311,,,,,
259,12/08/18 12:00:00 PM,4.311,,,,,
260,12/08/18 12:10:00 PM,4.311,,,,,
261,12/08/18 12:20:00 PM,4.415,,,,,
262,12/08/18 12:30:00 PM,4.415,,,,,
263,12/08/18 12:40:00 PM,4.415,,,,,
264,12/08/18 12:50:00 PM,4.311,,,,,
265,12/08/18 01:00:00 PM,4.415,,,,,
266,12/08/18 01:10:00 PM,4.415,,,,,
267,12/08/18 01:20:00 PM,4.415,,,,,
268,12/08/18 01:30:00 PM,4.415,,,,,
269,12/08/18 01:40:00 PM,4.519,,,,,
270,12/08/18 01:50:00 PM,4.519,,,,,
271,12/08/18 02:00:00 PM,4.519,,,,,
272,12/08/18 02:10:00 PM,4.519,,,,,
273,12/08/18 02:20:00 PM,4.519,,,,,
274,12/08/18 02:30:00 PM,4.519,,,,,
275,12/08/18 02:40:00 PM,4.519,,,,,
276,12/08/18 02:50:00 PM,4.519,,,,,
277,12/08/18 03:00:00 PM,4.519,,,,,
278,12/08/18 03:10:00 PM,4.519,,,,,
279,12/08/18 03:20:00 PM,4.519,,,,,
280,12/08/18 03:30:00 PM,4.519,,,,,
281,12/08/18 03:40:00 PM,4.519,,,,,
282,12/08/18 03:50:00 PM,4.519,,,,,
283,12/08/18 04:00:00 PM,4.519,,,,,
284,12/08/18 04:10:00 PM,4.519,,,,,
285,12/08/18 04:20:00 PM,4.519,,,,,
286,12/08/18 04:30:00 PM,4.519,,,,,
287,12/08/18 04:40:00 PM,4.519,,,,,
288,12/08/18 04:50:00 PM,4.519,,,,,
289,12/08/18 05:00:00 PM,4.519,,,,,
290,12/08/18 05:10:00 PM,4.519,,,,,
291,12/08/18 05:20:00 PM,4.519,,,,,
292,12/08/18 05:30:00 PM,4.519,,,,,
293,12/08/18 05:40:00 PM,4.519,,,,,
294,12/08/18 05:50:00 PM,4.519,,,,,
295,12/08/18 06:00:00 PM,4.519,,,,,
296,12/08/18 06:10:00 PM,4.519,,,,,
297,12/08/18 06:20:00 PM,4.519,,,,,
298,12/08/18 06:30:00 PM,4.519,,,,,
299,12/08/18 06:40:00 PM,4.519,,,,,
300,12/08/18 06:50:00 PM,4.519,,,,,
301,12/08/18 07:00:00 PM,4.519,,,,,
302,12/08/18 07:10:00 PM,4.519,,,,,
303,12/08/18 07:20:00 PM,4.519,,,,,
304,12/08/18 07:30:00 PM,4.519,,,,,
305,12/08/18 07:40:00 PM,4.519,,,,,
306,12/08/18 07:50:00 PM,4.519,,,,,
307,12/08/18 08:00:00 PM,4.519,,,,,
308,12/08/18 08:10:00 PM,4.519,,,,,
309,12/08/18 08:20:00 PM,4.519,,,,,
310,12/08/18 08:30:00 PM,4.519,,,,,
311,12/08/18 08:40:00 PM,4.519,,,,,
312,12/08/18 08:50:00 PM,4.519,,,,,
313,12/08/18 09:00:00 PM,4.519,,,,,
314,12/08/18 09:10:00 PM,4.519,,,,,
315,12/08/18 09:20:00 PM,4.519,,,,,
316,12/08/18 09:30:00 PM,4.519,,,,,
317,12/08/18 09:40:00 PM,4.519,,,,,
318,12/08/18 09:50:00 PM,4.519,,,,,
319,12/08/18 10:00:00 PM,4.519,,,,,
320,12/08/18 10:10:00 PM,4.519,,,,,
321,12/08/18 10:20:00 PM,4.519,,,,,
322,12/08/18 10:30:00 PM,4.519,,,,,
323,12/08/18 10:40:00 PM,4.519,,,,,
324,12/08/18 10:50:00 PM,4.519,,,,,
325,12/08/18 11:00:00 PM,4.519,,,,,
326,12/08/18 11:10:00 PM,4.519,,,,,
327,12/08/18 11:20:00 PM,4.415,,,,,
328,12/08/18 11:30:00 PM,4.415,,,,,
329,12/08/18 11:40:00 PM,4.519,,,,,
330,12/08/18 11:50:00 PM,4.519,,,,,
331,12/09/18 12:00:00 AM,4.415,,,,,
332,12/09/18 12:10:00 AM,4.415,,,,,
333,12/09/18 12:20:00 AM,4.415,,,,,
334,12/09/18 12:30:00 AM,4.415,,,,,
335,12/09/18 12:40:00 AM,4.519,,,,,
336,12/09/18 12:50:00 AM,4.519,,,,,
337,12/09/18 01:00:00 AM,4.519,,,,,
338,12/09/18 01:10:00 AM,4.415,,,,,
339,12/09/18 01:20:00 AM,4.415,,,,,
340,12/09/18 01:30:00 AM,4.415,,,,,
341,12/09/18 01:40:00 AM,4.415,,,,,
342,12/09/18 01:50:00 AM,4.415,,,,,
343,12/09/18 02:00:00 AM,4.415,,,,,
344,12/09/18 02:10:00 AM,4.415,,,,,
345,12/09/18 02:20:00 AM,4.415,,,,,
346,12/09/18 02:30:00 AM,4.415,,,,,
347,12/09/18 02:40:00 AM,4.415,,,,,
348,12/09/18 02:50:00 AM,4.415,,,,,
349,12/09/18 03:00:00 AM,4.415,,,,,
350,12/09/18 03:10:00 AM,4.415,,,,,
351,12/09/18 03:20:00 AM,4.415,,,,,
352,12/09/18 03:30:00 AM,4.415,,,,,
353,12/09/18 03:40:00 AM,4.415,,,,,
354,12/09/18 03:50:00 AM,4.415,,,,,
355,12/09/18 04:00:00 AM,4.415,,,,,
356,12/09/18 04:10:00 AM,4.415,,,,,
357,12/09/18 04:20:00 AM,4.415,,,,,
358,12/09/18 04:30:00 AM,4.415,,,,,
359,12/09/18 04:40:00 AM,4.415,,,,,
360,12/09/18 04:50:00 AM,4.415,,,,,
361,12/09/18 05:00:00 AM,4.415,,,,,
362,12/09/18 05:10:00 AM,4.415,,,,,
363,12/09/18 05:20:00 AM,4.415,,,,,
364,12/09/18 05:30:00 AM,4.415,,,,,
365,12/09/18 05:40:00 AM,4.415,,,,,
366,12/09/18 05:50:00 AM,4.415,,,,,
367,12/09/18 06:00:00 AM,4.415,,,,,
368,12/09/18 06:10:00 AM,4.415,,,,,
369,12/09/18 06:20:00 AM,4.415,,,,,
370,12/09/18 06:30:00 AM,4.415,,,,,
371,12/09/18 06:40:00 AM,4.415,,,,,
372,12/09/18 06:50:00 AM,4.415,,,,,
373,12/09/18 07:00:00 AM,4.415,,,,,
374,12/09/18 07:10:00 AM,4.415,,,,,
375,12/09/18 07:20:00 AM,4.415,,,,,
376,12/09/18 07:30:00 AM,4.415,,,,,
377,12/09/18 07:40:00 AM,4.415,,,,,
378,12/09/18 07:50:00 AM,4.415,,,,,
379,12/09/18 08:00:00 AM,4.415,,,,,
380,12/09/18 08:10:00 AM,4.415,,,,,
381,12/09/18 08:20:00 AM,4.311,,,,,
382,12/09/18 08:30:00 AM,4.311,,,,,
383,12/09/18 08:40:00 AM,4.311,,,,,
384,12/09/18 08:50:00 AM,4.415,,,,,
385,12/09/18 09:00:00 AM,4.415,,,,,
386,12/09/18 09:10:00 AM,4.311,,,,,
387,12/09/18 09:20:00 AM,4.311,,,,,
388,12/09/18 09:30:00 AM,4.311,,,,,
389,12/09/18 09:40:00 AM,4.311,,,,,
390,12/09/18 09:50:00 AM,4.415,,,,,
391,12/09/18 10:00:00 AM,4.311,,,,,
392,12/09/18 10:10:00 AM,4.311,,,,,
393,12/09/18 10:20:00 AM,4.311,,,,,
394,12/09/18 10:30:00 AM,4.311,,,,,
395,12/09/18 10:40:00 AM,4.311,,,,,
396,12/09/18 10:50:00 AM,4.311,,,,,
397,12/09/18 11:00:00 AM,4.311,,,,,
398,12/09/18 11:10:00 AM,4.311,,,,,
399,12/09/18 11:20:00 AM,4.311,,,,,
400,12/09/18 11:30:00 AM,4.311,,,,,
401,12/09/18 11:40:00 AM,4.311,,,,,
402,12/09/18 11:50:00 AM,4.207,,,,,
403,12/09/18 12:00:00 PM,4.311,,,,,
404,12/09/18 12:10:00 PM,4.311,,,,,
405,12/09/18 12:20:00 PM,4.311,,,,,
406,12/09/18 12:30:00 PM,4.311,,,,,
407,12/09/18 12:40:00 PM,4.311,,,,,
408,12/09/18 12:50:00 PM,4.311,,,,,
409,12/09/18 01:00:00 PM,4.311,,,,,
410,12/09/18 01:10:00 PM,4.311,,,,,
411,12/09/18 01:20:00 PM,4.311,,,,,
412,12/09/18 01:30:00 PM,4.311,,,,,
413,12/09/18 01:40:00 PM,4.311,,,,,
414,12/09/18 01:50:00 PM,4.311,,,,,
415,12/09/18 02:00:00 PM,4.311,,,,,
416,12/09/18 02:10:00 PM,4.311,,,,,
417,12/09/18 02:20:00 PM,4.311,,,,,
418,12/09/18 02:30:00 PM,4.311,,,,,
419,12/09/18 02:40:00 PM,4.311,,,,,
420,12/09/18 02:50:00 PM,4.207,,,,,
421,12/09/18 03:00:00 PM,3.893,,,,,
422,12/09/18 03:10:00 PM,3.788,,,,,
423,12/09/18 03:20:00 PM,3.788,,,,,
424,12/09/18 03:30:00 PM,3.788,,,,,
425,12/09/18 03:40:00 PM,3.788,,,,,
426,12/09/18 03:50:00 PM,3.893,,,,,
427,12/09/18 04:00:00 PM,3.893,,,,,
428,12/09/18 04:10:00 PM,3.788,,,,,
429,12/09/18 04:20:00 PM,3.788,,,,,
430,12/09/18 04:30:00 PM,3.788,,,,,
431,12/09/18 04:40:00 PM,3.788,,,,,
432,12/09/18 04:50:00 PM,3.788,,,,,
433,12/09/18 05:00:00 PM,3.788,,,,,
434,12/09/18 05:10:00 PM,3.893,,,,,
435,12/09/18 05:20:00 PM,3.893,,,,,
436,12/09/18 05:30:00 PM,3.893,,,,,
437,12/09/18 05:40:00 PM,3.893,,,,,
438,12/09/18 05:50:00 PM,3.893,,,,,
439,12/09/18 06:00:00 PM,3.893,,,,,
440,12/09/18 06:10:00 PM,3.893,,,,,
441,12/09/18 06:20:00 PM,3.893,,,,,
442,12/09/18 06:30:00 PM,3.893,,,,,
443,12/09/18 06:40:00 PM,3.893,,,,,
444,12/09/18 06:50:00 PM,3.893,,,,,
445,12/09/18 07:00:00 PM,3.893,,,,,
446,12/09/18 07:10:00 PM,3.893,,,,,
447,12/09/18 07:20:00 PM,3.893,,,,,
448,12/09/18 07:30:00 PM,3.893,,,,,
449,12/09/18 07:40:00 PM,3.893,,,,,
450,12/09/18 07:50:00 PM,3.893,,,,,
451,12/09/18 08:00:00 PM,3.998,,,,,
452,12/09/18 08:10:00 PM,3.998,,,,,
453,12/09/18 08:20:00 PM,3.998,,,,,
454,12/09/18 08:30:00 PM,3.998,,,,,
455,12/09/18 08:40:00 PM,3.998,,,,,
456,12/09/18 08:50:00 PM,3.998,,,,,
457,12/09/18 09:00:00 PM,3.998,,,,,
458,12/09/18 09:10:00 PM,3.998,,,,,
459,12/09/18 09:20:00 PM,3.998,,,,,
460,12/09/18 09:30:00 PM,3.998,,,,,
461,12/09/18 09:40:00 PM,3.998,,,,,
462,12/09/18 09:50:00 PM,3.998,,,,,
463,12/09/18 10:00:00 PM,3.998,,,,,
464,12/09/18 10:10:00 PM,3.998,,,,,
465,12/09/18 10:20:00 PM,3.998,,,,,
466,12/09/18 10:30:00 PM,3.998,,,,,
467,12/09/18 10:40:00 PM,3.998,,,,,
468,12/09/18 10:50:00 PM,3.998,,,,,
469,12/09/18 11:00:00 PM,3.998,,,,,
470,12/09/18 11:10:00 PM,3.998,,,,,
471,12/09/18 11:20:00 PM,3.998,,,,,
472,12/09/18 11:30:00 PM,3.998,,,,,
473,12/09/18 11:40:00 PM,3.998,,,,,
474,12/09/18 11:50:00 PM,3.998,,,,,
475,12/10/18 12:00:00 AM,3.998,,,,,
476,12/10/18 12:10:00 AM,3.998,,,,,
477,12/10/18 12:20:00 AM,4.102,,,,,
478,12/10/18 12:30:00 AM,3.998,,,,,
479,12/10/18 12:40:00 AM,4.102,,,,,
480,12/10/18 12:50:00 AM,4.102,,,,,
481,12/10/18 01:00:00 AM,4.102,,,,,
482,12/10/18 01:10:00 AM,4.102,,,,,
483,12/10/18 01:20:00 AM,4.102,,,,,
484,12/10/18 01:30:00 AM,4.102,,,,,
485,12/10/18 01:40:00 AM,4.102,,,,,
486,12/10/18 01:50:00 AM,4.102,,,,,
487,12/10/18 02:00:00 AM,4.102,,,,,
488,12/10/18 02:10:00 AM,4.102,,,,,
489,12/10/18 02:20:00 AM,4.102,,,,,
490,12/10/18 02:30:00 AM,4.102,,,,,
491,12/10/18 02:40:00 AM,4.102,,,,,
492,12/10/18 02:50:00 AM,4.102,,,,,
493,12/10/18 03:00:00 AM,4.102,,,,,
494,12/10/18 03:10:00 AM,4.102,,,,,
495,12/10/18 03:20:00 AM,4.102,,,,,
496,12/10/18 03:30:00 AM,4.102,,,,,
497,12/10/18 03:40:00 AM,4.102,,,,,
498,12/10/18 03:50:00 AM,4.102,,,,,
499,12/10/18 04:00:00 AM,4.102,,,,,
500,12/10/18 04:10:00 AM,4.102,,,,,
501,12/10/18 04:20:00 AM,4.102,,,,,
502,12/10/18 04:30:00 AM,4.102,,,,,
503,12/10/18 04:40:00 AM,4.102,,,,,
504,12/10/18 04:50:00 AM,4.102,,,,,
505,12/10/18 05:00:00 AM,4.102,,,,,
506,12/10/18 05:10:00 AM,4.102,,,,,
507,12/10/18 05:20:00 AM,4.102,,,,,
508,12/10/18 05:30:00 AM,4.102,,,,,
509,12/10/18 05:40:00 AM,4.102,,,,,
510,12/10/18 05:50:00 AM,4.102,,,,,
511,12/10/18 06:00:00 AM,4.102,,,,,
512,12/10/18 06:10:00 AM,4.102,,,,,
513,12/10/18 06:20:00 AM,4.102,,,,,
514,12/10/18 06:30:00 AM,4.102,,,,,
515,12/10/18 06:40:00 AM,4.102,,,,,
516,12/10/18 06:50:00 AM,3.998,,,,,
517,12/10/18 07:00:00 AM,3.998,,,,,
518,12/10/18 07:10:00 AM,3.998,,,,,
519,12/10/18 07:20:00 AM,3.893,,,,,
520,12/10/18 07:30:00 AM,3.893,,,,,
521,12/10/18 07:40:00 AM,3.893,,,,,
522,12/10/18 07:50:00 AM,3.893,,,,,
523,12/10/18 08:00:00 AM,3.893,,,,,
524,12/10/18 08:10:00 AM,3.893,,,,,
525,12/10/18 08:20:00 AM,3.893,,,,,
526,12/10/18 08:30:00 AM,3.893,,,,,
